card_type,issuing_bank,card_number,issue_date,expiry_date,billing_date,credit_limit
Discover,Discover,6011759650169700,40969,45352,1,50400
Diners Club International,Diners Club,30535316860690,42125,47969,21,161700
Diners Club International,Diners Club,30482087424283,42339,45992,27,144900
Master Card,Chase,5236919180457180,41671,48245,27,79600
Master Card,Citibank,5332260453954230,40756,47331,12,20800
American Express,American Express,349212237334009,42614,43344,19,59100
Diners Club International,Diners Club,30250701758877,40087,41548,27,193000
Master Card,Barclays,5454084442240230,42979,49188,17,12100
Japan Credit Bureau,JCB,3549870771436320,39600,46539,1,94500
American Express,American Express,347213084212985,42248,49188,16,81300
Diners Club International,Diners Club,30058152970671,42856,44682,14,15900
Discover,Discover,6226907121193180,41061,47270,4,125700
Master Card,Chase,5257481358770830,39661,45505,23,189500
Japan Credit Bureau,JCB,3579799287491250,42156,47635,27,158300
American Express,American Express,345740091916747,40269,46478,8,50100
Diners Club International,Diners Club,30383562758718,42491,47969,16,89500
Discover,Discover,6011049363143970,41426,41791,5,156800
Master Card,Citibank,5395233408879330,40360,42917,9,164200
American Express,American Express,378689348756648,41122,44409,23,186500
Diners Club International,Diners Club,36873798929079,43040,46327,26,31600
Visa,GE Capital,4639919235526620,41030,47239,3,18700
Visa,Capital One,4161347221902520,42675,47423,22,20500
Japan Credit Bureau,JCB,3575434432078570,40909,44562,12,25500
American Express,American Express,342010043617436,39234,41061,5,126400
American Express,Bank of America,343388243601965,42795,45717,11,123100
Discover,Discover,6011352951809070,39448,45658,26,80300
American Express,Bank of America,376360161441161,40756,47696,5,56300
Visa,Chase,4769091184331240,40422,42248,7,62300
Visa,Chase,4880884608765160,40026,41852,8,89300
Japan Credit Bureau,JCB,3530105332609130,41395,46508,13,198000
American Express,American Express,341480679579559,40330,42887,7,63200
Diners Club International,Diners Club,30518480392922,42583,46235,28,98900
Discover,Discover,6011929769307290,41426,48000,7,155600
Diners Club International,Diners Club,30916265558750,39448,44927,18,83900
Japan Credit Bureau,JCB,3534519617916270,40210,41671,23,184200
Japan Credit Bureau,JCB,3564251701653270,39295,43313,11,111900
Diners Club International,Diners Club,30327519761721,41153,46997,1,15600
Visa,PNC,4280846346423520,39722,40452,9,176600
Discover,Discover,6228818965360160,39661,42583,25,62700
American Express,American Express,343558581963868,39508,43891,15,131100
Diners Club International,Diners Club,39591672906123,39387,41214,1,112200
Master Card,Bank of America,5495293373547640,42705,50010,12,65800
American Express,American Express,346657289390023,40148,43070,6,186000
American Express,American Express,344461131758947,39356,41913,16,147000
American Express,American Express,372128133547462,40391,44774,6,50200
Master Card,Citibank,5362759749663110,39356,46661,3,106400
Visa,Chase,4907800366408800,42430,42795,15,103500
Diners Club International,Diners Club,30919876772844,40118,45597,5,170800
Japan Credit Bureau,JCB,3583743993623160,42767,48245,17,18400
Visa,Wells Fargo,4761718571715470,42095,46113,1,22500
American Express,American Express,345905882744950,42491,44317,16,24900
Discover,Discover,6011699010139170,42309,42675,20,154700
American Express,American Express,340584660457179,41730,43191,1,102200
Discover,Discover,6011747387171720,42217,49157,13,119700
Visa,Barclays,4774248191880700,39142,42430,16,86900
American Express,American Express,372796447751614,39783,45992,5,117200
American Express,U.S. Bancorp,346207939031807,41944,45597,11,112600
Discover,Discover,6011135497833530,42339,43070,19,70900
American Express,USAA,343888624356600,39173,40269,1,30700
Discover,Discover,6011086573163980,39873,46447,16,127600
Visa,Citibank,4678348449817550,42675,43770,13,144900
Diners Club International,Diners Club,36114511304187,42644,47027,16,28500
Discover,Discover,6488338710428030,42156,46905,20,101400
American Express,American Express,375859536311489,41699,46447,24,54100
Discover,Discover,6011862984051950,41122,44409,16,24200
Diners Club International,Diners Club,36934968975746,41306,42401,4,28500
American Express,Bank of America,371359193278463,40725,46204,21,35300
Discover,Discover,6011477196346170,42767,43862,15,98500
Visa,Wells Fargo,4982222607197560,41518,44805,23,84400
Diners Club International,Diners Club,30925626313276,39142,42430,6,91100
Discover,Discover,6226818584598630,39448,42005,21,116000
Diners Club International,Diners Club,30911948432556,40664,47239,9,131400
Japan Credit Bureau,JCB,3569523742627950,42491,47969,21,197800
American Express,American Express,378684371890216,40544,44197,22,161000
Diners Club International,Diners Club,36255477075947,40664,46508,11,163300
Master Card,Citibank,5423206737472080,41791,45809,20,68800
Japan Credit Bureau,JCB,3532021729070020,39508,46813,28,128900
American Express,American Express,379087199179649,42979,48458,6,37900
Japan Credit Bureau,JCB,3585064554611470,41061,48000,14,163000
Diners Club International,Diners Club,30982439513667,41306,46054,22,132800
Diners Club International,Diners Club,30151723760349,41791,46905,28,14800
Master Card,Chase,5226747568660950,40575,44228,26,177000
Diners Club International,Diners Club,30444962839290,39448,43101,27,169700
Discover,Discover,6011009749490720,39083,42370,5,123500
Visa,Chase,4656536331299250,41579,43040,6,43100
Japan Credit Bureau,JCB,3558295787180490,39234,39965,18,57500
Diners Club International,Diners Club,30334204069287,42522,44348,18,92500
Discover,Discover,6011149668637260,42401,49341,5,176400
Diners Club International,Diners Club,30903380683911,40269,44652,3,23400
Discover,Discover,6228640097930760,41699,42795,9,150600
Diners Club International,Diners Club,30921437146278,39904,45017,18,141700
Master Card,Bank of America,5485041479007660,41000,47939,25,118800
Visa,Chase,4423302725370700,39569,42856,28,15400
Master Card,Capital One,5313657070974580,39448,45292,24,68200
Master Card,Capital One,5161954732430910,41671,42036,10,191800
Visa,Bank of America,4422608898512390,39356,41548,17,129900
Visa,Barclays,4275145927361120,41091,44013,19,75500
American Express,American Express,370581674607206,40544,42736,3,23300
American Express,Bank of America,378507235831540,42339,48183,10,124300
Diners Club International,Diners Club,30473939150762,42736,43831,7,166500
Master Card,U.S. Bancorp,5103022910831470,41944,43405,25,135100
American Express,Bank of America,343252750154919,42125,48335,16,118200
American Express,U.S. Bancorp,376516966861610,42552,47665,8,63800
Japan Credit Bureau,JCB,3575364723511230,41518,42979,18,40800
Discover,Discover,6011596396828280,41671,46784,21,115200
Master Card,Capital One,5119902164614460,39539,43191,22,168300
Visa,Chase,4328806340127150,41426,43983,8,185700
Japan Credit Bureau,JCB,3552952377795160,41365,47939,22,101800
Visa,Citibank,4365729134033380,40909,45658,12,155900
Master Card,Bank of America,5462360950802080,42552,49126,27,107900
Visa,Chase,4778378048134020,39295,42583,26,162600
Japan Credit Bureau,JCB,3566641542681690,40210,41671,2,157800
Visa,Chase,4000708587249550,39600,41061,14,163400
Japan Credit Bureau,JCB,3562200206278250,42917,48396,28,96900
Master Card,Bank of America,5425418806451600,39722,43739,11,103000
Visa,Chase,4251365173466860,42614,42979,13,34700
American Express,U.S. Bancorp,378568898984281,40210,44958,13,59800
Visa,Chase,4491674353216800,40148,42339,9,10200
Master Card,Chase,5436754903695500,42767,47880,3,174500
American Express,American Express,371420514008870,39417,43435,2,55500
Diners Club International,Diners Club,30311047267450,41671,46784,11,114300
American Express,U.S. Bancorp,370473274500892,40269,47209,8,92900
American Express,American Express,379123041593669,42036,48611,23,156500
Master Card,Chase,5156493233048320,39692,41153,6,26700
American Express,American Express,376270403877710,42856,49430,15,124200
Diners Club International,Diners Club,30108119557614,39814,40544,16,56800
Diners Club International,Diners Club,30148915406061,42064,48639,25,158500
Discover,Discover,6011769346193710,40026,46600,16,96500
Japan Credit Bureau,JCB,3544088542204870,40756,43313,28,136400
Master Card,GE Capital,5224510970724130,42675,47788,23,59700
Visa,Citibank,4289559497952170,41306,42036,5,192000
American Express,American Express,370664782383439,39783,44531,4,130400
Discover,Discover,6536907606434840,42064,44256,9,52500
Japan Credit Bureau,JCB,3581935891660820,40848,43770,27,109900
American Express,USAA,377086149468005,41699,43160,8,57800
Discover,Discover,6577440408588320,41974,48183,17,34400
Visa,Chase,4343247430732460,40817,41183,28,126200
Visa,Chase,4834982335387270,42095,43922,4,123600
Visa,Chase,4420801903026680,39173,41365,27,161300
Visa,U.S. Bancorp,4125284828702810,40360,45474,6,52700
Visa,Chase,4586168671701210,42614,43344,2,89200
Japan Credit Bureau,JCB,3528657771244970,39173,40634,11,22600
Master Card,Wells Fargo,5142528468806200,42979,49919,6,62900
Japan Credit Bureau,JCB,3537621501516950,42948,49157,22,158000
Discover,Discover,6011117060576910,39904,40269,19,196000
Master Card,Bank of America,5455932530870720,41183,43374,18,124900
Visa,Chase,4078597790095940,41760,47969,16,118000
Discover,Discover,6011455388392270,41760,47604,6,197100
Master Card,Barclays,5416715691320840,40330,44348,23,98400
American Express,USAA,343806059552220,42979,43709,1,65600
American Express,American Express,374351517799370,42339,43435,25,16800
Visa,Chase,4519050727800670,40603,46813,21,35700
Master Card,Capital One,5123365802482500,43040,45962,21,143400
Discover,Discover,6011492040455230,41334,44256,7,144300
Japan Credit Bureau,JCB,3550139278045680,40603,47908,22,175800
Diners Club International,Diners Club,36316638580934,41334,46813,8,15700
Visa,USAA,4710419840597900,41883,49188,21,22800
Discover,Discover,6011479535853500,41913,47757,4,31000
Discover,Discover,6011558383652100,42370,43466,10,159300
Visa,Chase,4102953567213900,40878,43800,17,139500
Diners Club International,Diners Club,36264450493044,41518,46997,26,79700
Japan Credit Bureau,JCB,3534287101961770,39203,42491,11,46100
Diners Club International,Diners Club,30500329232501,42614,49919,28,126400
Master Card,Chase,5422948938401590,41153,47362,28,93800
Master Card,Citibank,5418553739919380,42095,43191,7,199800
Diners Club International,Diners Club,30052157164026,42491,49430,10,177100
Discover,Discover,6522148081740440,39661,43313,1,90600
Japan Credit Bureau,JCB,3579886205891740,39142,44986,5,40700
American Express,American Express,377925436242971,41030,48335,18,95600
Diners Club International,Diners Club,30554594543142,40634,45748,20,51000
Diners Club International,Diners Club,30525008881609,40238,40969,25,189200
American Express,American Express,378569033274380,42370,47119,21,128100
Visa,Barclays,4353501718731770,41760,45047,28,192400
Visa,Bank of America,4109559685122350,40909,44927,26,85000
Japan Credit Bureau,JCB,3564983732416440,39753,45231,23,119500
Master Card,Barclays,5314821382888900,39448,43466,22,181700
Visa,Chase,4574801264969580,40026,42583,12,99900
Japan Credit Bureau,JCB,3581238835371700,39539,46478,15,78600
Master Card,Bank of America,5145352193519750,41183,41913,9,36400
Diners Club International,Diners Club,30119978227678,40299,42856,3,170000
Master Card,Chase,5454190378249100,39142,44621,2,26200
American Express,U.S. Bancorp,341478391498421,42583,47696,4,151500
American Express,Bank of America,340731114995144,41091,48396,2,106400
Visa,Bank of America,4139355511805340,42339,49279,8,57600
Japan Credit Bureau,JCB,3554527605028910,42036,45689,15,149000
Diners Club International,Diners Club,30442071434532,40575,43862,25,164600
Japan Credit Bureau,JCB,3534122668226200,41183,46661,11,174300
Visa,Chase,4337542227627160,42186,48396,8,59200
Master Card,Barclays,5172682441559310,42217,48427,26,148300
Master Card,Capital One,5303324643585930,39387,43040,23,161300
Japan Credit Bureau,JCB,3545811673966360,40148,41244,17,68500
Diners Club International,Diners Club,30135210228274,41365,44287,1,105100
Diners Club International,Diners Club,30553897453959,39753,44866,10,78600
Diners Club International,Diners Club,36445135017403,40634,41365,24,43600
Japan Credit Bureau,JCB,3582174159551140,39692,42614,26,165400
Discover,Discover,6222488567756190,42125,45047,9,38000
Diners Club International,Diners Club,30037396543858,39722,41183,13,147600
Diners Club International,Diners Club,30122222237832,41244,47453,18,138200
Discover,Discover,6011877150067310,42278,47392,26,88100
Visa,Chase,4190009123874280,42095,49035,27,41400
American Express,Bank of America,372546030554093,39873,44621,13,92100
Master Card,Capital One,5186441960967440,41944,49249,2,178600
Visa,USAA,4895688331773400,40756,42948,20,13700
American Express,American Express,373065418313567,39173,40634,6,25600
Diners Club International,Diners Club,39718191441049,39753,44866,12,60900
Discover,Discover,6011516974848610,39539,41365,14,87900
Visa,First National,4549291212741190,39083,40179,23,70700
Diners Club International,Diners Club,30317479525885,39539,40269,8,139300
Master Card,Capital One,5308767822561770,41730,47209,9,64600
Discover,Discover,6011380419314220,42795,45352,11,126400
Master Card,Chase,5157860354339380,42401,45689,3,75800
Master Card,Bank of America,5144404300879380,40695,42156,28,42700
Visa,Bank of America,4219502363627290,40179,44927,28,120600
Master Card,GE Capital,5500256240763770,39326,41883,25,101200
Diners Club International,Diners Club,30427098249567,40238,42795,22,77900
American Express,American Express,376318424060285,41456,47665,24,142400
Japan Credit Bureau,JCB,3539606005442230,39814,42005,9,46600
Discover,Discover,6453998088286880,41030,45413,12,146300
Diners Club International,Diners Club,30508784562239,39417,41609,21,64100
Japan Credit Bureau,JCB,3570163844261230,41883,44440,22,76600
